link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,tmc_road,tmc_direction,tmc_intersection,tmc_highest_speed,link_no,from_node_id,to_node_id,link_type,link_type_code,FT,AT,vdf_code,nlanes,link_distance_VDF,free_speed,capacity,k_critical,vcutoff,highest_speed,vcutoff_updated,vcutoff_ratio,v_critical_s3,AM_t0,AM_t3,AM_V,AM_peak_hour_volume,AM_D,AM_VC_ratio,AM_DC_ratio,AM_P,AM_vc/vt2-1,AM_vf_delay_index,AM_vc_delay_index,AM_speed_ph,AM_queue_speed,AM_vt2,AM_qdf,AM_Q_n,AM_Q_cp,AM_Q_alpha,AM_Q_beta,AM_mV,AM_mD,AM_mDC_ratio,AM_mP,AM_mv_QVDF,AM_mvt2_QVDF,AM_m_mu_QVDF,AM_m_gamma_QVDF,AM_m_peak_hour_volume,AM_mVC_ratio,AM_mv_BPR,MD_t0,MD_t3,MD_V,MD_peak_hour_volume,MD_D,MD_VC_ratio,MD_DC_ratio,MD_P,MD_vc/vt2-1,MD_vf_delay_index,MD_vc_delay_index,MD_speed_ph,MD_queue_speed,MD_vt2,MD_qdf,MD_Q_n,MD_Q_cp,MD_Q_alpha,MD_Q_beta,MD_mV,MD_mD,MD_mDC_ratio,MD_mP,MD_mv_QVDF,MD_mvt2_QVDF,MD_m_mu_QVDF,MD_m_gamma_QVDF,MD_m_peak_hour_volume,MD_mVC_ratio,MD_mv_BPR,PM_t0,PM_t3,PM_V,PM_peak_hour_volume,PM_D,PM_VC_ratio,PM_DC_ratio,PM_P,PM_vc/vt2-1,PM_vf_delay_index,PM_vc_delay_index,PM_speed_ph,PM_queue_speed,PM_vt2,PM_qdf,PM_Q_n,PM_Q_cp,PM_Q_alpha,PM_Q_beta,PM_mV,PM_mD,PM_mDC_ratio,PM_mP,PM_mv_QVDF,PM_mvt2_QVDF,PM_m_mu_QVDF,PM_m_gamma_QVDF,PM_m_peak_hour_volume,PM_mVC_ratio,PM_mv_BPR,geometry, tmc_geometry,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,m_vh06,m_vh07,m_vh08,m_vh09,m_vh10,m_vh11,m_vh12,m_vh13,m_vh14,m_vh15,m_vh16,m_vh17,m_vh18,m_vh19,evhMAE,evhMAPE,evhRMSE,qh06,qh07,qh08,qh09,qh10,qh11,qh12,qh13,qh14,qh15,qh16,qh17,qh18,qh19,vhr06,vhr07,vhr08,vhr09,vhr10,vhr11,vhr12,vhr13,vhr14,vhr15,vhr16,vhr17,vhr18,vhr19,v06:00,v06:05,v06:10,v06:15,v06:20,v06:25,v06:30,v06:35,v06:40,v06:45,v06:50,v06:55,v07:00,v07:05,v07:10,v07:15,v07:20,v07:25,v07:30,v07:35,v07:40,v07:45,v07:50,v07:55,v08:00,v08:05,v08:10,v08:15,v08:20,v08:25,v08:30,v08:35,v08:40,v08:45,v08:50,v08:55,v09:00,v09:05,v09:10,v09:15,v09:20,v09:25,v09:30,v09:35,v09:40,v09:45,v09:50,v09:55,v10:00,v10:05,v10:10,v10:15,v10:20,v10:25,v10:30,v10:35,v10:40,v10:45,v10:50,v10:55,v11:00,v11:05,v11:10,v11:15,v11:20,v11:25,v11:30,v11:35,v11:40,v11:45,v11:50,v11:55,v12:00,v12:05,v12:10,v12:15,v12:20,v12:25,v12:30,v12:35,v12:40,v12:45,v12:50,v12:55,v13:00,v13:05,v13:10,v13:15,v13:20,v13:25,v13:30,v13:35,v13:40,v13:45,v13:50,v13:55,v14:00,v14:05,v14:10,v14:15,v14:20,v14:25,v14:30,v14:35,v14:40,v14:45,v14:50,v14:55,v15:00,v15:05,v15:10,v15:15,v15:20,v15:25,v15:30,v15:35,v15:40,v15:45,v15:50,v15:55,v16:00,v16:05,v16:10,v16:15,v16:20,v16:25,v16:30,v16:35,v16:40,v16:45,v16:50,v16:55,v17:00,v17:05,v17:10,v17:15,v17:20,v17:25,v17:30,v17:35,v17:40,v17:45,v17:50,v17:55,v18:00,v18:05,v18:10,v18:15,v18:20,v18:25,v18:30,v18:35,v18:40,v18:45,v18:50,v18:55,v19:00,v19:05,v19:10,v19:15,v19:20,v19:25,v19:30,v19:35,v19:40,v19:45,v19:50,v19:55,mv06:00,mv06:05,mv06:10,mv06:15,mv06:20,mv06:25,mv06:30,mv06:35,mv06:40,mv06:45,mv06:50,mv06:55,mv07:00,mv07:05,mv07:10,mv07:15,mv07:20,mv07:25,mv07:30,mv07:35,mv07:40,mv07:45,mv07:50,mv07:55,mv08:00,mv08:05,mv08:10,mv08:15,mv08:20,mv08:25,mv08:30,mv08:35,mv08:40,mv08:45,mv08:50,mv08:55,mv09:00,mv09:05,mv09:10,mv09:15,mv09:20,mv09:25,mv09:30,mv09:35,mv09:40,mv09:45,mv09:50,mv09:55,mv10:00,mv10:05,mv10:10,mv10:15,mv10:20,mv10:25,mv10:30,mv10:35,mv10:40,mv10:45,mv10:50,mv10:55,mv11:00,mv11:05,mv11:10,mv11:15,mv11:20,mv11:25,mv11:30,mv11:35,mv11:40,mv11:45,mv11:50,mv11:55,mv12:00,mv12:05,mv12:10,mv12:15,mv12:20,mv12:25,mv12:30,mv12:35,mv12:40,mv12:45,mv12:50,mv12:55,mv13:00,mv13:05,mv13:10,mv13:15,mv13:20,mv13:25,mv13:30,mv13:35,mv13:40,mv13:45,mv13:50,mv13:55,mv14:00,mv14:05,mv14:10,mv14:15,mv14:20,mv14:25,mv14:30,mv14:35,mv14:40,mv14:45,mv14:50,mv14:55,mv15:00,mv15:05,mv15:10,mv15:15,mv15:20,mv15:25,mv15:30,mv15:35,mv15:40,mv15:45,mv15:50,mv15:55,mv16:00,mv16:05,mv16:10,mv16:15,mv16:20,mv16:25,mv16:30,mv16:35,mv16:40,mv16:45,mv16:50,mv16:55,mv17:00,mv17:05,mv17:10,mv17:15,mv17:20,mv17:25,mv17:30,mv17:35,mv17:40,mv17:45,mv17:50,mv17:55,mv18:00,mv18:05,mv18:10,mv18:15,mv18:20,mv18:25,mv18:30,mv18:35,mv18:40,mv18:45,mv18:50,mv18:55,mv19:00,mv19:05,mv19:10,mv19:15,mv19:20,mv19:25,mv19:30,mv19:35,mv19:40,mv19:45,mv19:50,mv19:55,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,mv06:00,mv06:15,mv06:30,mv06:45,mv07:00,mv07:15,mv07:30,mv07:45,mv08:00,mv08:15,mv08:30,mv08:45,mv09:00,mv09:15,mv09:30,mv09:45,mv10:00,mv10:15,mv10:30,mv10:45,mv11:00,mv11:15,mv11:30,mv11:45,mv12:00,mv12:15,mv12:30,mv12:45,mv13:00,mv13:15,mv13:30,mv13:45,mv14:00,mv14:15,mv14:30,mv14:45,mv15:00,mv15:15,mv15:30,mv15:45,mv16:00,mv16:15,mv16:30,mv16:45,mv17:00,mv17:15,mv17:30,mv17:45,mv18:00,mv18:15,mv18:30,mv18:45,mv19:00,mv19:15,mv19:30,mv19:45,q06:00,q06:05,q06:10,q06:15,q06:20,q06:25,q06:30,q06:35,q06:40,q06:45,q06:50,q06:55,q07:00,q07:05,q07:10,q07:15,q07:20,q07:25,q07:30,q07:35,q07:40,q07:45,q07:50,q07:55,q08:00,q08:05,q08:10,q08:15,q08:20,q08:25,q08:30,q08:35,q08:40,q08:45,q08:50,q08:55,q09:00,q09:05,q09:10,q09:15,q09:20,q09:25,q09:30,q09:35,q09:40,q09:45,q09:50,q09:55,q10:00,q10:05,q10:10,q10:15,q10:20,q10:25,q10:30,q10:35,q10:40,q10:45,q10:50,q10:55,q11:00,q11:05,q11:10,q11:15,q11:20,q11:25,q11:30,q11:35,q11:40,q11:45,q11:50,q11:55,q12:00,q12:05,q12:10,q12:15,q12:20,q12:25,q12:30,q12:35,q12:40,q12:45,q12:50,q12:55,q13:00,q13:05,q13:10,q13:15,q13:20,q13:25,q13:30,q13:35,q13:40,q13:45,q13:50,q13:55,q14:00,q14:05,q14:10,q14:15,q14:20,q14:25,q14:30,q14:35,q14:40,q14:45,q14:50,q14:55,q15:00,q15:05,q15:10,q15:15,q15:20,q15:25,q15:30,q15:35,q15:40,q15:45,q15:50,q15:55,q16:00,q16:05,q16:10,q16:15,q16:20,q16:25,q16:30,q16:35,q16:40,q16:45,q16:50,q16:55,q17:00,q17:05,q17:10,q17:15,q17:20,q17:25,q17:30,q17:35,q17:40,q17:45,q17:50,q17:55,q18:00,q18:05,q18:10,q18:15,q18:20,q18:25,q18:30,q18:35,q18:40,q18:45,q18:50,q18:55,q19:00,q19:05,q19:10,q19:15,q19:20,q19:25,q19:30,q19:35,q19:40,q19:45,q19:50,q19:55,
115N04140,115N04140,AZ-101-LOOP,1,0,1,,,,65.02,0,1,2,2,,1,1,,1.0,1.077861,100.000000,1800.000000,45.000000,100.000000,65.022652,45.515858,0.700000,40.000000,-1.000000,-1.000000,4605.320312,1238.899170,0.000000,0.688277,0.000000,0.000000,0.000000,0.170227,0.000000,55.564133,45.515858,62.765705,0.269015,1.240000,0.240000,4.960000,4.960000,4605.320312, 1238.899211,0.688277,0.224416,24.205047,45.488168, 1800.000000,299968.579369,0.000000,2.558511,8.754338,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.022652,44.515858,0.000000,0.000000,-1.000000,0.250000,1.240000,0.240000,4.960000,4.960000,0.000000, 0.000000,0.000000,0.000000,65.022652,45.515858, 0.000000,0.000000,0.000000,0.000000,65.022652,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.022652,44.515858,0.000000,0.000000,-1.000000,0.250000,1.240000,0.240000,4.960000,4.960000,0.000000, 0.000000,0.000000,0.000000,65.022652,45.515858, 0.000000,0.000000,0.000000,0.000000,65.022652,"","LINESTRING (-92559631349317830736831783200707727132248687965119994463780864.000000 -92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000 -92559631349317830736831783200707727132248687965119994463780864.000000,)",47.2,45.9,61.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,56.2,54.6,60.4,65.0,65.0,65.0,65.0,60.4,65.0,65.0,65.0,65.0,60.4,24.08,377.55,32.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472,0.459,0.612,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.3,58.9,55.6,50.9,46.7,44.2,42.0,39.8,39.5,40.5,42.3,45.3,47.8,48.5,46.9,44.0,41.3,39.8,39.6,40.6,43.4,47.1,53.2,59.0,62.8,64.3,65.0,64.9,64.2,62.7,61.0,59.1,57.5,56.8,57.1,58.7,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,65.0,63.2,61.4,59.5,57.7,55.9,54.0,52.2,50.4,48.5,46.7,59.9,45.5,59.9,46.7,48.5,50.4,52.2,54.0,55.9,57.7,59.5,61.4,63.2,65.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.3,50.9,42.0,40.5,47.8,44.0,39.6,47.1,62.8,64.9,61.0,56.8,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,63.2,57.7,52.2,51.7,50.7,50.4,55.9,61.4,61.7,60.0,60.0,60.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,61.7,60.0,60.0,60.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,61.7,60.0,60.0,60.0,19662.85,19919.13,20435.57,21029.47,21376.48,21511.32,21579.64,21599.72,21598.60,21598.63,21573.07,21459.92,21302.30,21246.99,21368.40,21519.98,21590.83,21599.77,21599.23,21598.14,21542.65,21348.87,20767.24,19897.67,19174.44,18852.74,18679.74,18701.27,18870.49,19188.45,19528.80,19887.01,20155.00,20265.44,20208.75,19957.17,19635.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
115+04140,115+04140,AZ-101-LOOP,1,0,1,,,,68.07,1,3,4,2,,1,1,,1.0,0.346227,100.000000,1800.000000,45.000000,100.000000,68.066376,47.646461,0.700000,40.000000,-1.000000,-1.000000,2604.587646,1000.030334,0.000000,0.555572,0.000000,0.000000,0.000000,0.046494,0.000000,65.042282,47.646461,64.642632,0.383950,1.240000,0.240000,4.960000,4.960000,2604.587646, 1000.030327,0.555572,0.095271,39.668107,47.645519, 0.000000,0.000000,0.000000,1.446993,41.063384,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.066376,46.646461,0.000000,0.000000,-1.000000,0.250000,1.240000,0.240000,4.960000,4.960000,0.000000, 0.000000,0.000000,0.000000,68.066376,47.646461, 0.000000,0.000000,0.000000,0.000000,68.066376,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.066376,46.646461,0.000000,0.000000,-1.000000,0.250000,1.240000,0.240000,4.960000,4.960000,0.000000, 0.000000,0.000000,0.000000,68.066376,47.646461, 0.000000,0.000000,0.000000,0.000000,68.066376,"","LINESTRING (-92559631349317830736831783200707727132248687965119994463780864.000000 -92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000 -92559631349317830736831783200707727132248687965119994463780864.000000,)",67.3,65.7,65.1,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,58.2,58.2,60.7,68.1,68.1,68.1,68.1,60.7,68.1,68.1,68.1,68.1,60.7,23.20,348.77,32.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673,0.657,0.651,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.6,67.6,67.1,67.0,67.2,67.7,68.1,67.7,67.3,66.9,66.8,67.0,67.1,66.9,67.1,66.8,66.1,65.6,65.3,65.2,64.9,64.6,64.6,64.5,64.6,65.2,65.4,65.4,65.6,65.3,65.4,65.4,64.9,64.6,64.5,64.6,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,68.1,66.3,64.5,62.7,60.9,59.1,57.3,55.6,53.8,52.0,50.2,48.4,68.1,48.4,50.2,52.0,53.8,55.6,57.3,59.1,60.9,62.7,64.5,66.3,68.1,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,67.6,67.0,68.1,66.9,67.1,66.8,65.3,64.6,64.6,65.4,65.4,64.6,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,66.3,60.9,55.6,50.2,55.6,53.8,59.1,64.5,62.7,60.0,60.0,60.0,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,62.7,60.0,60.0,60.0,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,62.7,60.0,60.0,60.0,18067.89,18069.01,18183.13,18217.03,18159.28,18029.04,17937.51,18019.06,18128.17,18235.63,18256.91,18210.38,18172.66,18231.56,18194.38,18268.39,18423.33,18541.62,18627.03,18639.86,18697.70,18766.41,18779.65,18798.63,18766.32,18641.93,18599.76,18602.87,18553.70,18622.25,18604.08,18595.45,18699.25,18772.03,18789.58,18780.64,18741.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
