node_id,node_no,layer_no,agent_id,sequence_no,distance_from_origin,MRM_gate_flag,node_type,is_boundary,#_of_outgoing_nodes,activity_node_flag,agent_type,zone_id,cell_code,info_zone_flag,x_coord,y_coord
91,90,0,AZ-101-LOOP_CLOCKWISE,0,0.0,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,1,0.012879289576688832,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,2,0.01787398668457675,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,3,0.030219008918227073,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,4,0.054321579505755814,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,5,0.06564706010173604,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,6,0.07187333580683052,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,7,0.08454066063144312,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,8,0.08912852854166349,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,9,0.10698932470111013,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,10,0.12297813667478166,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,11,0.13679200451780846,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,12,0.15763715710454587,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,13,0.17180897095321082,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,14,0.176166367959382,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,15,0.18910036382831374,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
